session_id,user_id,restaurant_id,start_time,meal_period,zone,dietary_toggle,order_completed,final_order_value,num_cart_items
S012465,U02190,R0001,2025-12-21T08:54:59.764008,breakfast,South,none,True,127,2
S012466,U01867,R0098,2025-12-30T20:12:19.738661,dinner,East,none,True,331,3
S012467,U03836,R0086,2025-12-26T01:34:14.694522,late_night,West,none,True,274,2
S012468,U03279,R0017,2025-12-13T15:26:33.528901,late_night,North,none,True,1054,3
S012469,U00946,R0015,2025-12-08T11:13:59.976218,lunch,West,veg,True,240,2
S012470,U04328,R0089,2026-01-02T18:10:37.881336,late_night,Central,none,True,436,3
S012471,U00167,R0050,2025-12-06T11:30:15.019394,lunch,South,veg,False,0,2
S012472,U00304,R0036,2025-12-25T11:40:40.017648,lunch,Central,none,True,403,3
S012473,U02004,R0096,2025-12-02T07:17:00.540631,breakfast,South,none,True,430,5
S012474,U04818,R0011,2025-12-10T05:25:21.707736,late_night,East,none,True,1353,3
S012475,U00884,R0049,2025-12-15T23:54:59.334950,late_night,North,none,True,626,4
S012476,U04199,R0019,2025-12-15T13:50:11.558293,lunch,East,none,True,252,3
S012477,U00573,R0078,2025-12-24T15:06:18.737718,late_night,North,none,True,520,4
S012478,U04723,R0096,2025-12-22T19:24:58.404028,dinner,South,none,False,0,7
S012479,U00919,R0019,2025-12-26T12:12:48.392602,lunch,East,none,True,298,3
S012480,U00001,R0049,2025-12-17T23:38:20.556243,late_night,North,none,True,393,1
S012481,U01202,R0033,2025-12-08T07:14:48.029211,breakfast,North,none,False,0,3
S012482,U02354,R0009,2025-12-28T16:42:37.493031,late_night,South,non-veg,False,0,1
S012483,U04327,R0041,2025-12-06T20:53:58.691125,dinner,Central,none,True,457,3
S012484,U00172,R0017,2025-12-07T20:50:43.715641,dinner,North,none,True,2091,7
S012485,U03414,R0079,2025-12-23T03:33:38.849142,late_night,East,none,True,383,3
S012486,U02390,R0086,2025-12-20T06:43:04.682133,late_night,West,veg,True,434,5
S012487,U00648,R0056,2025-12-04T12:45:15.861102,lunch,West,none,True,506,5
S012488,U00150,R0046,2025-12-13T19:43:25.133418,dinner,North,none,True,669,3
S012489,U04051,R0075,2025-12-04T09:07:48.908103,breakfast,South,none,True,494,4
S012490,U02705,R0050,2026-01-05T03:13:28.872864,late_night,South,veg,True,1376,4
S012491,U04317,R0002,2026-01-03T06:23:10.561959,late_night,East,none,False,0,2
S012492,U00607,R0090,2025-12-14T07:25:55.675795,breakfast,West,none,True,447,3
S012493,U01874,R0033,2025-12-21T22:22:05.237016,dinner,North,veg,False,0,3
S012494,U01820,R0010,2025-12-07T00:41:46.304103,late_night,West,none,True,649,3
S012495,U02771,R0033,2025-12-07T04:46:27.782699,late_night,North,none,True,901,6
S012496,U01507,R0057,2025-12-10T12:06:19.631013,lunch,South,none,True,220,4
S012497,U00769,R0047,2025-12-11T08:50:25.221901,breakfast,Central,none,True,1834,7
S012498,U04792,R0026,2025-12-25T22:04:37.355819,dinner,East,none,True,739,5
S012499,U04953,R0018,2025-12-29T11:14:05.614230,lunch,East,none,False,0,2
S012500,U04238,R0068,2025-12-08T08:13:28.593819,breakfast,South,none,True,529,4
S012501,U01268,R0100,2025-12-14T04:06:42.619662,late_night,Central,non-veg,True,553,4
S012502,U01281,R0027,2025-12-08T14:54:05.183540,lunch,South,none,False,0,1
S012503,U03007,R0081,2025-12-13T11:02:47.887879,lunch,North,veg,False,0,2
S012504,U04995,R0055,2025-12-07T08:40:45.038557,breakfast,North,none,True,753,4
S012505,U01985,R0026,2025-12-21T12:14:04.768327,lunch,East,none,False,0,2
S012506,U03919,R0022,2025-12-13T00:47:14.133709,late_night,South,none,True,984,4
S012507,U03516,R0046,2025-12-03T16:38:02.680807,late_night,North,none,True,636,3
S012508,U02213,R0051,2025-12-22T16:29:24.446491,late_night,South,veg,True,526,3
S012509,U00854,R0075,2025-12-30T17:04:37.028285,late_night,South,none,False,0,4
S012510,U01913,R0074,2025-12-30T08:12:43.525039,breakfast,Central,none,False,0,7
S012511,U00775,R0054,2025-12-15T00:43:19.197514,late_night,South,none,True,641,7
S012512,U02604,R0022,2025-12-29T08:34:52.044923,breakfast,South,none,True,787,3
S012513,U03636,R0087,2026-01-03T20:57:02.113240,dinner,West,none,True,297,1
S012514,U03623,R0096,2026-01-05T07:53:45.856664,breakfast,South,none,True,318,4
S012515,U01632,R0004,2025-12-31T21:16:19.068971,dinner,North,none,True,542,4
S012516,U04458,R0091,2025-12-26T12:06:36.119320,lunch,Central,none,True,422,5
S012517,U01108,R0087,2025-12-11T23:22:03.176535,late_night,West,veg,True,302,2
S012518,U02065,R0002,2025-12-31T23:51:04.785276,late_night,East,none,True,285,2
S012519,U01915,R0055,2025-12-24T02:17:03.003495,late_night,North,none,False,0,2
S012520,U02350,R0068,2025-12-18T02:29:06.640379,late_night,South,none,True,302,3
S012521,U00331,R0002,2025-12-07T00:26:47.160429,late_night,East,none,True,197,1
S012522,U01353,R0032,2026-01-04T17:02:10.330752,late_night,Central,none,False,0,1
S012523,U02354,R0002,2026-01-02T12:58:09.370600,lunch,East,non-veg,False,0,1
S012524,U03535,R0094,2025-12-30T03:01:17.391979,late_night,Central,none,True,1719,7
S012525,U02205,R0066,2025-12-19T16:18:21.327027,late_night,Central,non-veg,True,844,2
S012526,U03714,R0070,2025-12-28T19:29:27.928370,dinner,East,none,True,653,3
S012527,U02997,R0020,2025-12-13T11:59:19.166990,lunch,East,none,True,372,4
S012528,U04031,R0019,2025-12-27T07:33:00.648761,breakfast,East,none,True,517,4
S012529,U03967,R0044,2025-12-11T07:44:42.670367,breakfast,Central,none,False,0,6
S012530,U02568,R0097,2025-12-03T08:48:23.552860,breakfast,East,none,True,463,3
S012531,U01799,R0021,2025-12-27T13:35:30.256426,lunch,West,none,False,0,2
S012532,U04736,R0013,2025-12-30T06:40:02.540832,late_night,Central,veg,True,449,5
S012533,U01080,R0024,2025-12-20T17:18:47.737758,late_night,North,none,True,371,3
S012534,U03142,R0032,2025-12-15T23:32:14.541838,late_night,Central,none,False,0,1
S012535,U02721,R0087,2026-01-03T17:13:04.484513,late_night,West,none,False,0,4
S012536,U02398,R0035,2025-12-19T21:33:15.078791,dinner,East,none,True,190,2
S012537,U00889,R0030,2025-12-24T18:41:05.646568,late_night,East,none,True,921,5
S012538,U04806,R0055,2025-12-09T15:14:16.785248,late_night,North,none,True,473,3
S012539,U00037,R0001,2025-12-09T03:29:54.368275,late_night,South,none,True,595,5
S012540,U00593,R0095,2025-12-28T16:26:21.198862,late_night,West,veg,True,604,3
S012541,U03016,R0079,2025-12-16T21:45:59.560479,dinner,East,none,True,467,4
S012542,U00010,R0028,2025-12-03T09:03:48.992524,breakfast,East,none,True,601,3
S012543,U04590,R0024,2025-12-29T23:39:36.910571,late_night,North,none,True,219,1
S012544,U02081,R0001,2025-12-07T14:05:49.779458,lunch,South,none,True,198,2
S012545,U01950,R0005,2025-12-23T23:08:01.575944,late_night,North,none,True,269,2
S012546,U04787,R0015,2025-12-24T16:14:15.574018,late_night,West,none,True,681,4
S012547,U01132,R0076,2026-01-04T05:33:43.113913,late_night,West,none,True,301,2
S012548,U04156,R0041,2026-01-01T06:38:09.672914,late_night,Central,none,True,595,5
S012549,U02535,R0037,2026-01-03T13:00:15.144904,lunch,Central,none,True,433,3
S012550,U03164,R0062,2025-12-16T16:27:55.924388,late_night,Central,veg,True,662,3
S012551,U02463,R0050,2026-01-05T04:49:57.913854,late_night,South,none,False,0,3
S012552,U03144,R0055,2025-12-04T17:58:04.546714,late_night,North,none,True,171,1
S012553,U01642,R0011,2026-01-03T18:32:49.283942,late_night,East,none,True,789,3
S012554,U04862,R0084,2025-12-17T03:31:58.936956,late_night,East,none,True,571,4
S012555,U00365,R0049,2025-12-26T13:29:45.596286,lunch,North,none,True,845,5
S012556,U03494,R0074,2025-12-03T14:39:35.893822,lunch,Central,none,True,194,2
S012557,U02563,R0072,2025-12-30T15:56:04.619610,late_night,East,none,True,251,1
S012558,U00435,R0030,2025-12-04T22:59:13.396357,dinner,East,none,True,640,3
S012559,U02219,R0004,2025-12-05T02:45:54.271634,late_night,North,veg,True,235,2
S012560,U03206,R0053,2025-12-28T14:51:53.700609,lunch,South,none,True,624,5
S012561,U02470,R0037,2025-12-21T15:42:14.630514,late_night,Central,none,True,601,5
S012562,U03343,R0038,2025-12-13T10:20:01.809384,breakfast,East,none,False,0,2
S012563,U00546,R0056,2025-12-11T00:34:39.533896,late_night,West,none,True,156,2
S012564,U03794,R0036,2025-12-25T04:29:03.598322,late_night,Central,none,True,648,7
S012565,U03977,R0085,2025-12-03T23:25:20.025085,late_night,Central,none,True,617,3
S012566,U04732,R0023,2025-12-18T00:16:36.121548,late_night,West,veg,True,580,5
S012567,U01900,R0011,2025-12-06T17:10:15.573579,late_night,East,veg,True,1809,7
S012568,U00104,R0018,2025-12-04T14:58:48.004722,lunch,East,none,False,0,3
S012569,U04307,R0081,2025-12-25T02:43:06.629536,late_night,North,veg,False,0,4
S012570,U01661,R0036,2025-12-25T16:57:40.525445,late_night,Central,none,True,439,5
S012571,U04736,R0016,2025-12-22T13:28:15.605527,lunch,East,none,True,429,3
S012572,U04394,R0054,2026-01-02T10:30:18.481012,breakfast,South,none,True,177,2
S012573,U02431,R0076,2026-01-02T06:26:02.223335,late_night,West,veg,True,309,2
S012574,U02687,R0097,2025-12-12T12:44:00.899627,lunch,East,none,False,0,4
S012575,U00339,R0049,2025-12-05T14:20:24.108747,lunch,North,none,True,556,3
S012576,U02541,R0083,2026-01-02T19:56:33.114188,dinner,South,none,False,0,2
S012577,U01405,R0098,2025-12-07T06:54:40.167915,late_night,East,none,True,502,5
S012578,U04220,R0019,2025-12-03T22:47:25.636042,dinner,East,none,True,205,2
S012579,U04464,R0031,2026-01-01T22:01:51.824017,dinner,East,none,True,146,4
S012580,U01608,R0071,2025-12-04T07:54:57.616942,breakfast,South,none,True,263,1
S012581,U04756,R0088,2025-12-01T22:48:44.788898,dinner,East,none,True,921,6
S012582,U02244,R0033,2025-12-09T18:58:12.631803,late_night,North,none,True,215,2
S012583,U00247,R0002,2025-12-12T07:32:24.202097,breakfast,East,veg,True,395,4
S012584,U00084,R0009,2025-12-15T14:12:35.499845,lunch,South,none,True,323,1
S012585,U00031,R0043,2026-01-04T06:04:30.533498,late_night,West,none,True,585,3
S012586,U03551,R0071,2025-12-18T03:54:37.843310,late_night,South,non-veg,True,796,5
S012587,U04728,R0062,2025-12-14T17:50:03.814532,late_night,Central,none,True,853,5
S012588,U03884,R0066,2025-12-30T23:47:43.091925,late_night,Central,none,True,739,5
S012589,U00413,R0037,2025-12-27T06:26:19.754341,late_night,Central,none,True,566,4
S012590,U03541,R0051,2025-12-13T11:23:24.669145,lunch,South,none,True,2152,5
S012591,U04991,R0062,2025-12-30T11:28:04.479626,lunch,Central,veg,True,690,4
S012592,U02490,R0051,2025-12-30T08:47:13.558248,breakfast,South,none,True,839,3
S012593,U01101,R0022,2025-12-18T17:04:13.209036,late_night,South,none,True,282,2
S012594,U00943,R0072,2025-12-22T17:19:00.804251,late_night,East,none,True,602,2
S012595,U04771,R0053,2025-12-14T00:08:05.154660,late_night,South,veg,True,257,3
S012596,U04288,R0074,2025-12-11T06:00:45.668445,late_night,Central,veg,True,161,2
S012597,U01392,R0076,2025-12-03T20:30:26.655933,dinner,West,veg,True,350,3
S012598,U03543,R0073,2025-12-09T03:43:41.460809,late_night,West,none,True,420,3
S012599,U03987,R0079,2025-12-19T06:55:00.468669,late_night,East,veg,True,624,4
S012600,U03718,R0100,2025-12-03T06:20:25.740054,late_night,Central,none,True,269,1
S012601,U04758,R0038,2026-01-03T06:25:50.857180,late_night,East,veg,True,741,3
S012602,U02404,R0065,2025-12-05T23:38:52.136660,late_night,East,none,True,304,3
S012603,U02620,R0080,2025-12-22T07:04:57.503919,breakfast,Central,none,True,343,5
S012604,U03543,R0052,2025-12-05T18:26:53.727050,late_night,Central,none,True,352,4
S012605,U02957,R0061,2025-12-12T01:16:43.143109,late_night,West,none,True,417,3
S012606,U01026,R0016,2025-12-29T03:19:52.201818,late_night,East,veg,True,759,3
S012607,U01636,R0010,2025-12-25T11:19:25.083855,lunch,West,none,False,0,3
S012608,U02588,R0016,2025-12-24T00:28:49.771823,late_night,East,none,True,306,2
S012609,U03299,R0005,2025-12-27T06:01:43.293788,late_night,North,none,True,200,2
S012610,U02951,R0089,2025-12-08T02:54:56.722306,late_night,Central,none,True,431,2
S012611,U03750,R0076,2025-12-19T18:45:08.964706,late_night,West,veg,False,0,3
S012612,U02341,R0089,2026-01-04T08:48:54.133894,breakfast,Central,none,True,652,4
S012613,U00564,R0041,2025-12-08T18:39:16.548277,late_night,Central,veg,True,154,2
S012614,U03746,R0057,2025-12-03T18:17:57.376863,late_night,South,none,True,98,2
S012615,U04343,R0036,2025-12-03T10:52:27.401777,breakfast,Central,none,True,184,3
S012616,U00195,R0005,2025-12-21T16:49:19.237668,late_night,North,veg,True,242,3
S012617,U00634,R0093,2025-12-05T07:58:04.556999,breakfast,North,none,True,1000,3
S012618,U03023,R0054,2025-12-14T01:15:37.729301,late_night,South,none,True,276,4
S012619,U02527,R0052,2025-12-09T23:09:06.088400,late_night,Central,none,True,327,5
S012620,U02948,R0009,2025-12-12T16:14:37.015760,late_night,South,none,True,1158,6
S012621,U01472,R0033,2025-12-13T04:02:22.869953,late_night,North,veg,True,180,1
S012622,U03042,R0055,2025-12-17T19:03:03.348824,dinner,North,veg,True,544,4
S012623,U01926,R0074,2025-12-20T07:23:35.150632,breakfast,Central,none,True,86,2
S012624,U04671,R0083,2025-12-31T18:31:15.116920,late_night,South,none,True,327,2
S012625,U02198,R0066,2025-12-19T18:19:12.914648,late_night,Central,none,True,400,2
S012626,U00311,R0076,2025-12-19T14:43:49.492438,lunch,West,none,False,0,5
S012627,U00468,R0019,2025-12-21T08:52:09.694536,breakfast,East,veg,True,316,4
S012628,U00034,R0085,2025-12-08T21:59:46.179829,dinner,Central,veg,True,473,2
S012629,U01825,R0022,2025-12-12T02:05:40.560439,late_night,South,none,True,844,3
S012630,U04248,R0055,2026-01-01T09:02:43.397375,breakfast,North,non-veg,True,343,3
S012631,U00423,R0073,2025-12-16T04:27:09.800125,late_night,West,none,True,233,2
S012632,U04280,R0100,2025-12-30T18:00:16.606169,late_night,Central,none,True,711,3
S012633,U04735,R0081,2025-12-30T15:16:58.467564,late_night,North,none,True,288,3
S012634,U00556,R0062,2025-12-08T15:34:07.450269,late_night,Central,none,False,0,2
S012635,U04315,R0038,2025-12-20T10:46:08.141742,breakfast,East,none,False,0,4
S012636,U01229,R0085,2025-12-31T04:48:01.431511,late_night,Central,none,True,853,3
S012637,U01091,R0034,2025-12-05T19:22:08.350004,dinner,West,none,True,481,2
S012638,U00476,R0079,2026-01-05T11:20:31.854857,lunch,East,veg,True,149,2
S012639,U00854,R0048,2026-01-03T10:29:44.679221,breakfast,South,none,False,0,2
S012640,U02956,R0074,2025-12-14T20:45:21.365668,dinner,Central,none,True,268,5
S012641,U01880,R0021,2025-12-14T11:35:45.523439,lunch,West,none,True,387,3
S012642,U01457,R0038,2025-12-05T20:23:40.931536,dinner,East,none,True,679,3
S012643,U01510,R0024,2025-12-16T18:35:23.276713,late_night,North,none,True,692,3
S012644,U01106,R0041,2025-12-23T09:21:49.541544,breakfast,Central,none,True,183,2
S012645,U00303,R0036,2026-01-05T02:32:45.989732,late_night,Central,veg,True,102,1
S012646,U03715,R0067,2025-12-07T12:01:51.669023,lunch,South,none,True,271,1
S012647,U02345,R0024,2025-12-23T01:20:52.499868,late_night,North,none,True,1047,6
S012648,U03223,R0098,2026-01-01T07:32:12.948284,breakfast,East,none,False,0,2
S012649,U04265,R0100,2025-12-11T01:20:31.989004,late_night,Central,none,True,992,2
S012650,U01689,R0038,2025-12-07T14:55:32.228162,lunch,East,none,True,784,3
S012651,U00495,R0079,2025-12-10T08:11:43.241785,breakfast,East,none,False,0,3
S012652,U04707,R0023,2025-12-30T19:43:18.716240,dinner,West,none,True,408,3
S012653,U01115,R0049,2025-12-24T00:37:04.224428,late_night,North,none,True,778,3
S012654,U01222,R0027,2025-12-27T02:56:32.562440,late_night,South,none,True,557,4
S012655,U02547,R0073,2025-12-08T20:45:23.261441,dinner,West,non-veg,True,150,1
S012656,U01544,R0008,2026-01-01T13:43:40.949945,lunch,West,veg,True,346,3
S012657,U03426,R0008,2025-12-02T07:03:36.414539,breakfast,West,veg,True,240,1
S012658,U04235,R0038,2025-12-08T05:46:52.795546,late_night,East,veg,False,0,4
S012659,U02719,R0082,2025-12-05T11:17:20.134335,lunch,East,none,True,278,1
S012660,U03964,R0019,2025-12-19T09:33:09.734865,breakfast,East,none,True,558,5
S012661,U03592,R0066,2025-12-03T21:17:25.933844,dinner,Central,none,True,525,3
S012662,U02869,R0081,2025-12-28T14:29:35.526671,lunch,North,veg,True,469,3
S012663,U01613,R0002,2025-12-27T15:58:26.288438,late_night,East,none,True,289,2
S012664,U01097,R0023,2025-12-06T08:59:06.198549,breakfast,West,none,False,0,3
S012665,U04849,R0038,2025-12-16T00:03:46.614990,late_night,East,none,True,1675,6
S012666,U04568,R0030,2025-12-06T04:26:08.159670,late_night,East,none,False,0,4
S012667,U03933,R0090,2025-12-31T08:39:57.331163,breakfast,West,non-veg,True,802,6
S012668,U03621,R0011,2025-12-30T17:58:19.761462,late_night,East,none,False,0,2
S012669,U02201,R0051,2025-12-18T15:06:48.270944,late_night,South,none,True,1591,4
S012670,U03857,R0030,2025-12-06T19:21:30.761216,dinner,East,none,True,1391,6
S012671,U01687,R0093,2025-12-18T06:57:16.520012,late_night,North,none,True,717,4
S012672,U00398,R0091,2025-12-16T14:38:59.609944,lunch,Central,none,False,0,5
S012673,U01261,R0017,2025-12-06T19:02:41.590237,dinner,North,none,True,1997,4
S012674,U01989,R0096,2025-12-28T08:31:53.685498,breakfast,South,none,True,219,3
S012675,U03625,R0012,2025-12-26T07:30:06.964018,breakfast,South,none,True,634,3
S012676,U00922,R0057,2025-12-20T00:39:48.701080,late_night,South,non-veg,True,390,6
S012677,U01740,R0021,2025-12-11T14:28:40.329153,lunch,West,none,True,456,2
S012678,U03980,R0049,2026-01-01T11:12:06.680389,lunch,North,veg,False,0,1
S012679,U00092,R0082,2025-12-17T13:18:46.426606,lunch,East,none,True,832,2
S012680,U01587,R0022,2025-12-15T05:14:48.913325,late_night,South,none,False,0,3
S012681,U03580,R0076,2025-12-29T14:58:01.608168,lunch,West,none,True,496,3
S012682,U02368,R0082,2025-12-31T23:11:35.499777,late_night,East,none,False,0,2
S012683,U03915,R0035,2025-12-26T17:00:47.349029,late_night,East,none,True,229,2
S012684,U01981,R0053,2025-12-21T21:39:23.699960,dinner,South,none,True,511,4
S012685,U00704,R0069,2025-12-21T09:51:09.593059,breakfast,Central,none,True,141,1
S012686,U04348,R0017,2025-12-27T21:36:32.106432,dinner,North,none,True,1080,3
S012687,U02953,R0094,2025-12-14T11:47:19.162674,lunch,Central,veg,True,215,3
S012688,U03513,R0087,2025-12-30T04:27:18.687155,late_night,West,veg,True,738,4
S012689,U03041,R0006,2025-12-08T07:52:47.264164,breakfast,West,none,True,610,5
S012690,U03063,R0008,2025-12-21T02:13:13.746810,late_night,West,none,False,0,3
S012691,U01166,R0013,2025-12-06T18:13:41.094753,late_night,Central,veg,True,313,2
S012692,U04192,R0052,2026-01-03T05:56:39.004217,late_night,Central,none,True,460,5
S012693,U02136,R0054,2025-12-25T06:09:16.310669,late_night,South,veg,True,123,1
S012694,U04983,R0034,2025-12-23T00:23:34.134331,late_night,West,veg,True,292,3
S012695,U00705,R0095,2025-12-12T08:22:04.858810,breakfast,West,none,True,486,4
S012696,U02481,R0015,2025-12-14T04:57:05.719163,late_night,West,none,True,556,2
S012697,U02990,R0011,2025-12-12T15:03:01.295068,late_night,East,none,False,0,3
S012698,U03894,R0053,2025-12-25T04:23:47.631404,late_night,South,none,True,458,4
S012699,U02016,R0066,2025-12-12T02:45:42.237178,late_night,Central,none,True,1303,8
S012700,U03347,R0025,2025-12-07T23:50:03.583907,late_night,North,none,True,2242,8
S012701,U04521,R0085,2025-12-05T15:09:01.200470,late_night,Central,none,True,683,4
S012702,U00223,R0071,2025-12-06T18:38:45.500767,late_night,South,none,True,648,4
S012703,U02868,R0039,2025-12-21T04:49:08.818527,late_night,Central,none,True,274,5
S012704,U00065,R0081,2025-12-31T12:22:31.421408,lunch,North,none,True,224,3
S012705,U01827,R0008,2025-12-13T01:03:20.705799,late_night,West,none,False,0,1
S012706,U01596,R0017,2025-12-12T17:06:38.488135,late_night,North,none,True,889,2
S012707,U02939,R0037,2026-01-04T23:49:12.882769,late_night,Central,none,True,506,4
S012708,U03032,R0042,2025-12-06T07:48:48.823670,breakfast,North,veg,True,124,1
S012709,U02704,R0076,2025-12-06T03:04:28.410527,late_night,West,veg,True,417,4
S012710,U04946,R0066,2025-12-31T16:01:55.313604,late_night,Central,none,True,821,2
S012711,U02955,R0048,2025-12-17T05:09:06.939953,late_night,South,none,True,921,4
S012712,U04895,R0058,2026-01-02T09:50:10.580647,breakfast,Central,veg,True,212,3
S012713,U01484,R0002,2025-12-23T05:39:39.901403,late_night,East,veg,False,0,1
S012714,U02659,R0053,2025-12-23T22:03:53.545150,dinner,South,none,True,897,6
S012715,U00130,R0001,2025-12-14T06:36:54.512515,late_night,South,none,False,0,4
S012716,U03422,R0091,2025-12-23T16:51:31.730359,late_night,Central,none,True,554,5
S012717,U02408,R0085,2026-01-02T19:31:15.324600,dinner,Central,none,True,1247,4
S012718,U01147,R0017,2025-12-05T00:05:31.429037,late_night,North,none,True,1561,4
S012719,U04967,R0024,2025-12-06T05:38:13.286222,late_night,North,veg,True,294,2
S012720,U01165,R0047,2025-12-11T19:14:50.012900,dinner,Central,none,True,668,2
S012721,U04652,R0057,2025-12-07T19:50:57.499982,dinner,South,none,True,508,6
S012722,U02022,R0093,2025-12-30T21:32:13.293211,dinner,North,none,False,0,3
S012723,U03397,R0042,2026-01-02T09:52:21.907691,breakfast,North,none,True,90,1
S012724,U00388,R0063,2025-12-31T23:42:49.219323,late_night,Central,none,True,1245,7
S012725,U00709,R0005,2025-12-10T10:16:10.826552,breakfast,North,none,True,587,2
S012726,U03188,R0081,2025-12-19T22:33:04.469497,dinner,North,none,True,526,4
S012727,U00181,R0014,2025-12-11T08:05:17.933988,breakfast,Central,none,False,0,3
S012728,U00700,R0075,2025-12-18T14:12:46.018849,lunch,South,none,True,468,2
S012729,U01906,R0087,2026-01-03T07:04:42.996973,breakfast,West,none,True,255,1
S012730,U00036,R0035,2025-12-18T06:10:27.482929,late_night,East,none,True,271,3
S012731,U01113,R0021,2026-01-01T12:41:51.197967,lunch,West,veg,True,1054,5
S012732,U01730,R0097,2025-12-23T12:40:38.539621,lunch,East,veg,True,181,1
S012733,U01307,R0032,2025-12-30T20:03:54.929725,dinner,Central,veg,True,221,3
S012734,U02907,R0099,2026-01-01T09:51:33.303627,breakfast,West,none,True,368,2
S012735,U02497,R0029,2025-12-30T00:32:35.767412,late_night,East,none,True,427,2
S012736,U01629,R0089,2025-12-11T12:04:43.569760,lunch,Central,none,True,521,5
S012737,U04047,R0093,2025-12-11T08:57:36.634129,breakfast,North,none,True,889,3
S012738,U02126,R0059,2025-12-22T21:11:56.853558,dinner,North,none,True,249,1
S012739,U01702,R0060,2025-12-28T20:55:07.337127,dinner,West,none,True,256,3
S012740,U02745,R0052,2025-12-05T11:15:52.516089,lunch,Central,none,True,390,2
S012741,U00309,R0019,2026-01-03T17:31:02.167480,late_night,East,veg,False,0,4
S012742,U03197,R0055,2025-12-28T04:33:30.716948,late_night,North,none,True,857,5
S012743,U02555,R0096,2025-12-09T15:59:44.307962,late_night,South,none,True,210,2
S012744,U00818,R0013,2026-01-03T21:49:46.729446,dinner,Central,none,True,246,1
S012745,U00662,R0088,2026-01-03T19:55:11.353232,dinner,East,veg,False,0,3
S012746,U03240,R0029,2026-01-03T17:38:32.539690,late_night,East,none,True,331,1
S012747,U04164,R0038,2026-01-04T10:23:42.506849,breakfast,East,none,True,1426,6
S012748,U02056,R0037,2025-12-24T21:09:15.271810,dinner,Central,none,True,784,6
S012749,U04783,R0070,2025-12-06T10:51:20.693430,breakfast,East,none,True,456,3
S012750,U01529,R0022,2026-01-05T17:57:45.930199,late_night,South,veg,True,709,5
S012751,U01859,R0079,2025-12-23T02:51:20.099726,late_night,East,none,False,0,2
S012752,U03996,R0029,2025-12-24T14:48:29.404088,lunch,East,none,False,0,3
S012753,U02281,R0089,2025-12-22T21:51:31.110655,dinner,Central,none,True,315,2
S012754,U04403,R0034,2025-12-06T18:31:31.374700,late_night,West,none,False,0,3
S012755,U01785,R0072,2025-12-07T02:06:02.390380,late_night,East,veg,True,422,3
S012756,U03504,R0094,2025-12-20T03:05:01.405940,late_night,Central,none,True,316,2
S012757,U00405,R0072,2025-12-24T23:57:14.905897,late_night,East,none,True,408,3
S012758,U04822,R0049,2025-12-16T19:06:38.852493,dinner,North,veg,True,735,5
S012759,U00445,R0067,2025-12-14T19:06:59.217152,dinner,South,none,True,396,2
S012760,U04771,R0028,2025-12-23T08:38:00.189250,breakfast,East,none,False,0,6
S012761,U04756,R0011,2025-12-25T22:06:17.216367,dinner,East,none,True,659,3
S012762,U00034,R0045,2025-12-26T00:15:53.543297,late_night,Central,none,True,229,3
S012763,U00784,R0046,2026-01-01T16:10:55.662949,late_night,North,none,True,657,4
S012764,U00253,R0095,2025-12-11T23:04:48.093696,late_night,West,none,False,0,6
S012765,U03767,R0009,2025-12-21T09:26:57.757588,breakfast,South,none,False,0,2
S012766,U00490,R0068,2025-12-09T08:36:08.336675,breakfast,South,none,True,327,2
S012767,U00635,R0053,2025-12-16T23:41:00.403128,late_night,South,none,False,0,3
S012768,U03035,R0015,2025-12-13T16:58:24.633477,late_night,West,none,True,520,2
S012769,U02797,R0095,2025-12-23T06:13:12.342419,late_night,West,none,False,0,1
S012770,U04365,R0038,2026-01-01T18:13:20.974876,late_night,East,none,False,0,2
S012771,U00517,R0100,2026-01-04T13:25:59.092203,lunch,Central,none,True,1137,4
S012772,U02992,R0083,2025-12-12T07:42:51.504832,breakfast,South,none,True,803,5
S012773,U01648,R0081,2025-12-03T20:44:32.372489,dinner,North,none,True,530,4
S012774,U01269,R0008,2025-12-13T20:06:07.181272,dinner,West,none,True,579,2
S012775,U01398,R0078,2025-12-30T04:51:28.736159,late_night,North,none,True,957,4
S012776,U01872,R0067,2025-12-07T04:41:35.350776,late_night,South,none,True,1035,5
S012777,U03049,R0031,2025-12-20T15:26:18.809220,late_night,East,none,False,0,3
S012778,U02230,R0020,2025-12-28T05:58:33.854482,late_night,East,none,True,114,1
S012779,U02254,R0098,2025-12-22T05:11:49.132812,late_night,East,none,True,210,2
S012780,U02716,R0001,2025-12-13T09:59:27.326078,breakfast,South,veg,True,342,2
S012781,U00656,R0053,2025-12-15T05:50:57.024085,late_night,South,none,True,195,1
S012782,U01396,R0092,2025-12-20T21:51:45.212103,dinner,North,none,False,0,2
S012783,U04362,R0002,2025-12-15T17:07:00.703476,late_night,East,none,True,470,5
S012784,U00433,R0066,2025-12-04T16:44:36.946243,late_night,Central,none,True,252,1
S012785,U02155,R0068,2025-12-26T03:28:36.696142,late_night,South,veg,True,149,1
S012786,U03351,R0023,2025-12-23T04:11:24.180491,late_night,West,none,True,166,1
S012787,U02570,R0069,2025-12-24T03:44:33.694905,late_night,Central,none,True,547,3
S012788,U03742,R0076,2025-12-14T07:20:55.996355,breakfast,West,none,True,356,2
S012789,U04768,R0023,2025-12-05T15:40:56.788139,late_night,West,none,True,166,1
S012790,U01516,R0035,2025-12-12T01:22:28.594171,late_night,East,none,True,379,3
