order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O028569,U03919,R0085,2025-12-27T05:31:33.194127,late_night,"[""I01648"", ""I01654"", ""I01643"", ""I01650"", ""I01652""]",781,True
O028570,U02004,R0085,2026-01-04T01:29:22.731556,late_night,"[""I01642"", ""I01652"", ""I01641"", ""I01648""]",1087,False
O028571,U01834,R0097,2025-12-08T11:53:37.132114,lunch,"[""I01939"", ""I01931"", ""I01940"", ""I01945"", ""I01938""]",638,True
O028572,U01664,R0035,2025-12-08T04:19:57.219864,late_night,"[""I00724"", ""I00732"", ""I00722"", ""I00725""]",466,True
O028573,U04141,R0026,2025-12-30T00:54:00.355969,late_night,"[""I00548""]",229,False
O028574,U01605,R0093,2025-12-12T12:35:32.780702,lunch,"[""I01849"", ""I01851""]",229,True
O028575,U03655,R0069,2025-12-04T19:16:59.197357,dinner,"[""I01325"", ""I01321"", ""I01327""]",260,True
O028576,U04538,R0050,2025-12-14T13:23:00.037979,lunch,"[""I00980"", ""I00986""]",385,True
O028577,U01723,R0071,2026-01-02T13:50:50.549302,lunch,"[""I01377""]",48,True
O028578,U03265,R0067,2025-12-21T16:43:07.221373,late_night,"[""I01306""]",345,True
O028579,U04759,R0091,2025-12-17T07:57:30.702887,breakfast,"[""I01805"", ""I01809"", ""I01795"", ""I01794"", ""I01808""]",906,True
O028580,U01226,R0045,2025-12-11T01:14:40.142758,late_night,"[""I00889"", ""I00896"", ""I00890"", ""I00887""]",286,True
O028581,U04201,R0017,2025-12-08T04:05:06.275182,late_night,"[""I00357"", ""I00363"", ""I00366"", ""I00373""]",1640,True
O028582,U03666,R0037,2025-12-15T14:21:13.022979,lunch,"[""I00765"", ""I00752"", ""I00768"", ""I00767""]",431,True
O028583,U04566,R0069,2025-12-24T13:34:57.280833,lunch,"[""I01326"", ""I01325"", ""I01329"", ""I01322"", ""I01324""]",541,True
O028584,U03553,R0069,2025-12-10T18:37:12.684997,late_night,"[""I01320""]",140,True
O028585,U00840,R0098,2025-12-11T19:52:36.399703,dinner,"[""I01960"", ""I01968""]",107,True
O028586,U03104,R0054,2026-01-03T18:38:19.053169,late_night,"[""I01073"", ""I01063"", ""I01068"", ""I01060"", ""I01072""]",529,True
O028587,U01479,R0022,2025-12-25T17:51:13.436340,late_night,"[""I00463"", ""I00462""]",137,True
O028588,U02044,R0052,2026-01-03T21:05:01.106527,dinner,"[""I01009"", ""I01019""]",116,True
O028589,U00305,R0083,2026-01-05T02:48:51.726326,late_night,"[""I01599"", ""I01594"", ""I01586""]",181,True
O028590,U04942,R0091,2026-01-03T21:21:52.257926,dinner,"[""I01794"", ""I01800"", ""I01807"", ""I01805""]",386,True
O028591,U01931,R0092,2025-12-28T12:50:10.032018,lunch,"[""I01832""]",85,False
O028592,U04452,R0081,2025-12-05T10:26:20.419044,breakfast,"[""I01573"", ""I01567"", ""I01566""]",393,False
O028593,U01908,R0050,2025-12-25T09:04:05.672963,breakfast,"[""I00987"", ""I00992"", ""I00989"", ""I00991""]",1231,True
O028594,U01091,R0010,2025-12-15T10:50:50.663372,breakfast,"[""I00233""]",166,True
O028595,U04750,R0098,2026-01-02T17:49:20.410475,late_night,"[""I01966"", ""I01964"", ""I01956"", ""I01963""]",374,True
O028596,U00206,R0059,2025-12-03T16:12:24.628323,late_night,"[""I01136"", ""I01152"", ""I01140""]",677,True
O028597,U04231,R0027,2026-01-01T15:38:15.406890,late_night,"[""I00566"", ""I00556"", ""I00568""]",314,True
O028598,U04890,R0045,2025-12-10T12:13:05.934856,lunch,"[""I00897"", ""I00891"", ""I00886""]",349,True
O028599,U00250,R0086,2025-12-03T16:05:57.420236,late_night,"[""I01668""]",57,True
O028600,U01614,R0094,2025-12-21T06:31:43.762787,late_night,"[""I01869"", ""I01857""]",445,True
O028601,U01709,R0038,2025-12-09T19:03:45.189705,dinner,"[""I00776""]",200,True
O028602,U01446,R0077,2026-01-02T02:05:21.234981,late_night,"[""I01490"", ""I01483"", ""I01482"", ""I01489"", ""I01484"", ""I01479"", ""I01475""]",1000,True
O028603,U02875,R0023,2026-01-02T16:23:32.759211,late_night,"[""I00476"", ""I00480""]",144,True
O028604,U04434,R0051,2025-12-14T08:05:38.546726,breakfast,"[""I01004"", ""I01007"", ""I00994"", ""I01003""]",1079,True
O028605,U03799,R0020,2025-12-20T19:07:45.310494,dinner,"[""I00408"", ""I00411"", ""I00416""]",206,True
O028606,U01264,R0066,2025-12-19T17:38:30.329475,late_night,"[""I01280"", ""I01292""]",423,True
O028607,U03555,R0028,2025-12-07T20:14:50.036034,dinner,"[""I00598"", ""I00589"", ""I00591"", ""I00600""]",668,True
O028608,U04380,R0014,2025-12-13T06:47:52.910945,late_night,"[""I00307""]",125,True
O028609,U00464,R0065,2025-12-27T02:11:48.867287,late_night,"[""I01263"", ""I01267"", ""I01270"", ""I01274""]",870,True
O028610,U03311,R0063,2025-12-09T15:28:48.778571,late_night,"[""I01241"", ""I01234""]",343,True
O028611,U03743,R0095,2025-12-03T19:45:13.863023,dinner,"[""I01899"", ""I01872"", ""I01893""]",346,True
O028612,U03640,R0068,2025-12-16T18:09:47.345518,late_night,"[""I01319""]",236,True
O028613,U03386,R0054,2025-12-31T21:42:40.802170,dinner,"[""I01071"", ""I01061"", ""I01063""]",210,False
O028614,U01876,R0090,2025-12-17T09:02:34.087364,breakfast,"[""I01777"", ""I01780"", ""I01767"", ""I01768"", ""I01762"", ""I01791""]",1123,True
O028615,U04930,R0062,2026-01-05T00:55:10.546925,late_night,"[""I01226"", ""I01207""]",520,True
O028616,U00617,R0069,2025-12-05T21:22:41.997769,dinner,"[""I01327"", ""I01329"", ""I01321"", ""I01330""]",387,True
O028617,U00554,R0076,2025-12-07T14:18:44.652779,lunch,"[""I01461"", ""I01473"", ""I01472""]",1214,True
O028618,U00372,R0078,2025-12-09T02:05:56.962723,late_night,"[""I01520"", ""I01506"", ""I01510""]",189,True
O028619,U04721,R0080,2025-12-23T16:16:06.677465,late_night,"[""I01548"", ""I01557"", ""I01551"", ""I01546"", ""I01556""]",355,True
O028620,U02169,R0062,2025-12-06T06:33:46.372994,late_night,"[""I01217"", ""I01226"", ""I01213""]",674,True
O028621,U04108,R0085,2025-12-31T03:42:57.927639,late_night,"[""I01653"", ""I01640"", ""I01648""]",664,True
O028622,U04658,R0030,2025-12-28T07:23:09.294762,breakfast,"[""I00651"", ""I00644"", ""I00635""]",452,True
O028623,U01780,R0008,2025-12-24T14:57:13.203297,lunch,"[""I00197""]",101,True
O028624,U02962,R0047,2025-12-15T18:13:18.002306,late_night,"[""I00916"", ""I00931"", ""I00917"", ""I00924"", ""I00938""]",1311,True
O028625,U03981,R0030,2025-12-12T23:04:42.491348,late_night,"[""I00642""]",40,True
O028626,U00352,R0078,2025-12-09T16:20:11.985362,late_night,"[""I01495""]",203,False
O028627,U01293,R0043,2025-12-13T05:01:11.538368,late_night,"[""I00863"", ""I00854""]",222,True
O028628,U01150,R0055,2026-01-03T00:27:31.898171,late_night,"[""I01075"", ""I01081"", ""I01085""]",362,True
O028629,U00962,R0014,2025-12-12T23:06:18.923979,late_night,"[""I00296""]",194,True
O028630,U01929,R0019,2025-12-09T11:51:17.060702,lunch,"[""I00393"", ""I00394""]",335,True
O028631,U01241,R0034,2025-12-03T05:30:08.572937,late_night,"[""I00711""]",125,True
O028632,U04556,R0090,2025-12-11T21:18:16.966161,dinner,"[""I01763"", ""I01770""]",307,True
O028633,U03869,R0054,2025-12-02T19:48:35.689030,dinner,"[""I01062""]",43,True
O028634,U01539,R0051,2025-12-07T12:10:59.158980,lunch,"[""I01005"", ""I01004""]",395,True
O028635,U02869,R0002,2025-12-26T10:22:21.500632,breakfast,"[""I00019"", ""I00022""]",157,True
O028636,U04327,R0033,2025-12-07T21:40:29.267811,dinner,"[""I00705"", ""I00696""]",181,True
O028637,U04962,R0013,2026-01-02T07:15:11.482544,breakfast,"[""I00284"", ""I00286"", ""I00292""]",291,True
O028638,U04396,R0068,2025-12-06T01:29:32.595792,late_night,"[""I01319"", ""I01317""]",346,True
O028639,U03224,R0010,2025-12-15T08:28:10.550407,breakfast,"[""I00233""]",166,True
O028640,U01733,R0039,2025-12-15T13:15:41.223599,lunch,"[""I00794""]",24,True
O028641,U04754,R0049,2025-12-13T06:25:34.719320,late_night,"[""I00966"", ""I00979""]",613,True
O028642,U00176,R0055,2025-12-02T13:41:12.497236,lunch,"[""I01080"", ""I01078"", ""I01083""]",631,True
O028643,U01952,R0043,2025-12-29T05:15:30.720640,late_night,"[""I00857"", ""I00864"", ""I00852"", ""I00863""]",682,True
O028644,U03872,R0019,2025-12-22T15:29:46.360313,late_night,"[""I00399"", ""I00397"", ""I00403"", ""I00401"", ""I00402""]",481,True
O028645,U02167,R0060,2025-12-14T06:22:03.311927,late_night,"[""I01168"", ""I01159"", ""I01167""]",309,True
O028646,U03302,R0027,2025-12-18T08:59:36.437674,breakfast,"[""I00557""]",139,True
O028647,U04911,R0080,2025-12-15T19:41:02.108932,dinner,"[""I01544"", ""I01552"", ""I01549""]",231,True
O028648,U02853,R0051,2025-12-30T13:34:15.881364,lunch,"[""I01002"", ""I01003"", ""I00997"", ""I01004""]",709,True
O028649,U01208,R0068,2025-12-20T08:18:00.114692,breakfast,"[""I01317"", ""I01318"", ""I01310"", ""I01315""]",471,True
O028650,U04288,R0042,2025-12-09T12:36:11.281448,lunch,"[""I00838"", ""I00836"", ""I00835"", ""I00848""]",390,True
O028651,U00283,R0011,2025-12-13T18:33:08.155502,late_night,"[""I00248"", ""I00247"", ""I00250"", ""I00259""]",1103,True
O028652,U03810,R0024,2025-12-11T21:22:21.617639,dinner,"[""I00493"", ""I00495""]",271,True
O028653,U04529,R0087,2025-12-27T14:05:34.184824,lunch,"[""I01687"", ""I01681"", ""I01683"", ""I01684"", ""I01677""]",838,True
O028654,U02450,R0046,2025-12-03T00:28:23.942493,late_night,"[""I00903"", ""I00904"", ""I00905""]",384,True
O028655,U04163,R0054,2025-12-20T08:39:32.143379,breakfast,"[""I01066"", ""I01064"", ""I01063""]",319,True
O028656,U04299,R0004,2025-12-19T17:03:09.168408,late_night,"[""I00067"", ""I00065"", ""I00080"", ""I00068"", ""I00078"", ""I00075""]",965,True
O028657,U00222,R0079,2025-12-19T23:37:18.770024,late_night,"[""I01543"", ""I01538"", ""I01541""]",484,True
O028658,U04824,R0067,2025-12-01T06:57:30.871479,late_night,"[""I01298"", ""I01302"", ""I01299"", ""I01300""]",636,True
O028659,U03513,R0056,2025-12-06T10:16:48.917985,breakfast,"[""I01089"", ""I01093"", ""I01099"", ""I01086""]",464,True
O028660,U04657,R0021,2025-12-26T10:28:19.277666,breakfast,"[""I00435"", ""I00425"", ""I00429""]",452,True
O028661,U02194,R0095,2025-12-22T03:18:07.326177,late_night,"[""I01883"", ""I01892"", ""I01899"", ""I01882""]",625,True
O028662,U02565,R0089,2025-12-26T11:33:46.017530,lunch,"[""I01746"", ""I01756""]",280,True
O028663,U00135,R0040,2025-12-02T16:17:26.611079,late_night,"[""I00813""]",163,True
O028664,U00531,R0035,2025-12-24T01:50:18.613624,late_night,"[""I00726"", ""I00722"", ""I00725""]",351,True
O028665,U00236,R0040,2025-12-09T19:18:34.693662,dinner,"[""I00802"", ""I00810"", ""I00815""]",400,True
O028666,U04123,R0098,2025-12-07T01:16:28.460609,late_night,"[""I01961"", ""I01970"", ""I01967""]",270,True
O028667,U03828,R0079,2025-12-02T12:14:04.148339,lunch,"[""I01533"", ""I01531""]",292,True
O028668,U01831,R0067,2025-12-20T00:25:22.018338,late_night,"[""I01300"", ""I01297"", ""I01295""]",606,True
O028669,U04976,R0086,2025-12-03T16:34:42.681245,late_night,"[""I01666"", ""I01662""]",133,True
O028670,U03070,R0034,2025-12-04T12:32:48.482073,lunch,"[""I00718"", ""I00710""]",258,True
O028671,U01849,R0034,2026-01-03T06:08:46.091414,late_night,"[""I00714"", ""I00713"", ""I00711"", ""I00717""]",326,True
O028672,U02635,R0048,2025-12-21T10:52:12.946013,breakfast,"[""I00953"", ""I00963"", ""I00961"", ""I00956""]",967,True
O028673,U03127,R0032,2025-12-09T11:56:56.042668,lunch,"[""I00687"", ""I00681"", ""I00677""]",711,True
O028674,U04632,R0037,2025-12-30T07:16:15.508993,breakfast,"[""I00758"", ""I00762"", ""I00764"", ""I00767""]",437,True
O028675,U00822,R0001,2025-12-26T14:36:00.353450,lunch,"[""I00013"", ""I00007"", ""I00006"", ""I00011"", ""I00008"", ""I00004""]",640,True
O028676,U03993,R0054,2025-12-03T13:38:51.774592,lunch,"[""I01070"", ""I01073"", ""I01069"", ""I01071"", ""I01066""]",381,True
O028677,U04702,R0080,2025-12-14T02:55:20.334342,late_night,"[""I01558""]",87,False
O028678,U03740,R0019,2025-12-01T02:20:22.753896,late_night,"[""I00403"", ""I00400""]",213,True
O028679,U01225,R0020,2025-12-07T13:15:15.244667,lunch,"[""I00417"", ""I00419"", ""I00412"", ""I00416""]",321,False
O028680,U01159,R0090,2025-12-28T12:51:31.356379,lunch,"[""I01765"", ""I01783""]",232,True
O028681,U03517,R0027,2025-12-05T11:04:48.723872,lunch,"[""I00582""]",272,True
O028682,U03104,R0094,2025-12-07T22:56:23.272650,dinner,"[""I01856"", ""I01858"", ""I01864""]",637,True
O028683,U00693,R0091,2025-12-18T09:57:24.809823,breakfast,"[""I01803"", ""I01808"", ""I01795""]",415,True
O028684,U02653,R0028,2025-12-30T07:04:20.212821,breakfast,"[""I00600""]",342,True
O028685,U01942,R0002,2025-12-07T22:40:12.261559,dinner,"[""I00018""]",32,True
O028686,U00086,R0019,2025-12-03T12:56:25.849617,lunch,"[""I00403"", ""I00395""]",185,False
O028687,U04070,R0010,2026-01-02T02:21:13.794194,late_night,"[""I00238"", ""I00240"", ""I00237""]",262,True
O028688,U01113,R0059,2025-12-16T08:31:50.582405,breakfast,"[""I01145"", ""I01148"", ""I01151"", ""I01143"", ""I01153""]",1142,True
O028689,U02977,R0095,2025-12-21T08:49:08.519404,breakfast,"[""I01893"", ""I01879"", ""I01880""]",718,True
O028690,U00491,R0074,2025-12-25T23:44:16.110324,late_night,"[""I01425"", ""I01439""]",171,True
O028691,U03437,R0079,2025-12-18T06:59:53.660456,late_night,"[""I01539""]",132,True
O028692,U03854,R0098,2025-12-27T11:09:13.905604,lunch,"[""I01967"", ""I01958"", ""I01961""]",249,True
O028693,U03580,R0098,2025-12-06T19:58:32.761142,dinner,"[""I01965"", ""I01966""]",132,True
O028694,U04613,R0041,2025-12-03T20:24:32.445245,dinner,"[""I00821""]",132,True
O028695,U04404,R0089,2025-12-15T05:24:46.221856,late_night,"[""I01759"", ""I01742"", ""I01746"", ""I01737""]",588,True
O028696,U00318,R0044,2026-01-01T11:01:36.533209,lunch,"[""I00867""]",529,True
O028697,U00887,R0041,2026-01-02T09:41:42.532004,breakfast,"[""I00820"", ""I00829"", ""I00832"", ""I00824"", ""I00830"", ""I00827"", ""I00825""]",590,True
O028698,U02936,R0031,2025-12-12T15:26:51.045739,late_night,"[""I00663"", ""I00669"", ""I00664"", ""I00660""]",194,True
O028699,U04540,R0051,2026-01-03T00:24:15.300580,late_night,"[""I00998"", ""I00995"", ""I01006"", ""I00999"", ""I01005""]",1930,True
O028700,U04869,R0003,2025-12-22T21:42:38.050451,dinner,"[""I00051"", ""I00041"", ""I00057"", ""I00064"", ""I00048""]",665,True
O028701,U00959,R0076,2026-01-04T02:34:12.263224,late_night,"[""I01464"", ""I01462""]",554,True
O028702,U04225,R0016,2025-12-27T09:50:18.622281,breakfast,"[""I00346"", ""I00349"", ""I00345"", ""I00348""]",629,True
O028703,U01270,R0077,2025-12-18T08:18:59.494780,breakfast,"[""I01491"", ""I01480"", ""I01492""]",869,True
O028704,U00308,R0064,2025-12-23T05:18:17.824831,late_night,"[""I01260"", ""I01251"", ""I01258""]",272,True
O028705,U02802,R0097,2025-12-30T09:13:15.581898,breakfast,"[""I01951"", ""I01949"", ""I01932""]",364,True
O028706,U00053,R0007,2025-12-11T19:33:37.705700,dinner,"[""I00180"", ""I00175"", ""I00159""]",520,True
O028707,U00208,R0070,2025-12-26T20:13:37.701669,dinner,"[""I01334"", ""I01343"", ""I01342"", ""I01354"", ""I01353""]",518,True
O028708,U00663,R0045,2025-12-21T17:09:13.434951,late_night,"[""I00889"", ""I00886"", ""I00898"", ""I00895"", ""I00896""]",539,True
O028709,U02998,R0068,2025-12-09T07:09:39.648080,breakfast,"[""I01309"", ""I01307"", ""I01311""]",831,True
O028710,U02838,R0073,2025-12-02T00:30:36.566362,late_night,"[""I01404""]",150,True
O028711,U01795,R0093,2025-12-27T03:20:09.399164,late_night,"[""I01854"", ""I01853""]",296,True
O028712,U04796,R0098,2026-01-04T00:02:19.598408,late_night,"[""I01960"", ""I01965"", ""I01970""]",230,True
O028713,U01285,R0019,2025-12-13T10:57:39.522933,breakfast,"[""I00401"", ""I00397"", ""I00395""]",299,True
O028714,U02117,R0034,2025-12-05T01:28:56.798156,late_night,"[""I00709"", ""I00712"", ""I00717""]",409,True
O028715,U02612,R0074,2026-01-03T10:52:35.665412,breakfast,"[""I01432""]",21,True
O028716,U03573,R0044,2025-12-27T09:43:51.622747,breakfast,"[""I00869""]",492,True
O028717,U01497,R0028,2025-12-20T08:14:58.676032,breakfast,"[""I00592""]",127,True
O028718,U01487,R0017,2025-12-04T10:00:26.064148,breakfast,"[""I00361"", ""I00373"", ""I00357"", ""I00359""]",1732,True
O028719,U00786,R0032,2025-12-16T10:07:35.657741,breakfast,"[""I00692"", ""I00684"", ""I00674"", ""I00693""]",1077,True
O028720,U04392,R0068,2025-12-15T13:17:25.941331,lunch,"[""I01308"", ""I01315"", ""I01316""]",380,True
O028721,U02533,R0050,2025-12-14T07:40:02.628181,breakfast,"[""I00992""]",642,True
O028722,U00688,R0028,2025-12-02T06:02:18.410676,late_night,"[""I00595"", ""I00590"", ""I00587""]",478,True
O028723,U04685,R0074,2025-12-02T10:21:40.353606,breakfast,"[""I01433"", ""I01426"", ""I01427""]",157,True
O028724,U00700,R0063,2025-12-22T22:26:21.865147,dinner,"[""I01241"", ""I01237"", ""I01232""]",426,True
O028725,U03294,R0069,2025-12-06T11:35:25.705752,lunch,"[""I01325"", ""I01326""]",155,True
O028726,U04913,R0026,2025-12-21T09:38:01.259252,breakfast,"[""I00525"", ""I00519""]",543,True
O028727,U01709,R0007,2025-12-20T15:48:36.027145,late_night,"[""I00163""]",39,True
O028728,U01954,R0088,2025-12-24T05:32:26.482411,late_night,"[""I01721"", ""I01717"", ""I01705""]",344,True
O028729,U00649,R0034,2025-12-15T07:10:23.568869,breakfast,"[""I00717"", ""I00712""]",171,True
O028730,U03555,R0075,2025-12-16T02:56:19.869420,late_night,"[""I01452"", ""I01449"", ""I01445""]",398,True
O028731,U02680,R0083,2025-12-12T08:32:04.085434,breakfast,"[""I01595"", ""I01593"", ""I01596""]",265,True
O028732,U00341,R0062,2025-12-20T13:42:16.341017,lunch,"[""I01223""]",49,True
O028733,U00109,R0050,2025-12-10T13:59:39.365028,lunch,"[""I00983"", ""I00987"", ""I00982"", ""I00988""]",659,True
O028734,U03567,R0077,2025-12-25T00:22:33.669932,late_night,"[""I01483""]",121,True
O028735,U03026,R0016,2025-12-05T03:33:28.911633,late_night,"[""I00353"", ""I00354""]",238,True
O028736,U00107,R0066,2025-12-05T12:56:54.574606,lunch,"[""I01283"", ""I01280"", ""I01290""]",545,True
O028737,U01710,R0073,2025-12-09T01:51:45.230471,late_night,"[""I01422"", ""I01409"", ""I01412"", ""I01424"", ""I01407""]",774,True
O028738,U00918,R0084,2025-12-06T10:58:13.907763,breakfast,"[""I01614"", ""I01613"", ""I01612""]",601,False
O028739,U00522,R0018,2025-12-05T18:34:40.379999,late_night,"[""I00390"", ""I00387"", ""I00374"", ""I00385"", ""I00383"", ""I00375""]",708,True
O028740,U04251,R0075,2025-12-15T09:00:27.033851,breakfast,"[""I01447""]",163,True
O028741,U02387,R0031,2025-12-21T04:35:20.557681,late_night,"[""I00664""]",11,True
O028742,U04117,R0065,2025-12-23T19:44:24.824671,dinner,"[""I01271"", ""I01265"", ""I01272"", ""I01278"", ""I01266""]",774,True
O028743,U00927,R0017,2025-12-19T17:52:39.720508,late_night,"[""I00372"", ""I00358"", ""I00367"", ""I00369"", ""I00366"", ""I00362"", ""I00360""]",2076,True
O028744,U03715,R0025,2025-12-06T01:36:49.328766,late_night,"[""I00515"", ""I00517"", ""I00498""]",1428,True
O028745,U00204,R0097,2025-12-14T03:15:58.728467,late_night,"[""I01925"", ""I01933"", ""I01953"", ""I01941"", ""I01927""]",521,True
O028746,U03079,R0092,2025-12-22T18:36:54.800227,late_night,"[""I01811"", ""I01829"", ""I01836"", ""I01814"", ""I01819"", ""I01817""]",803,True
O028747,U04925,R0052,2025-12-09T20:03:50.904339,dinner,"[""I01008"", ""I01009"", ""I01023""]",369,True
O028748,U04345,R0031,2025-12-06T15:19:41.344369,late_night,"[""I00664"", ""I00656"", ""I00666"", ""I00672""]",282,True
O028749,U00568,R0049,2025-12-18T13:33:21.320679,lunch,"[""I00975"", ""I00967"", ""I00977"", ""I00978""]",619,True
O028750,U02573,R0017,2025-12-08T03:02:28.282296,late_night,"[""I00361"", ""I00364""]",451,True
O028751,U04467,R0085,2025-12-03T00:55:53.241675,late_night,"[""I01643"", ""I01642"", ""I01648""]",737,True
O028752,U04256,R0081,2026-01-04T17:29:25.385643,late_night,"[""I01568"", ""I01569"", ""I01560""]",271,True
O028753,U01106,R0043,2025-12-15T16:06:16.479912,late_night,"[""I00857"", ""I00854"", ""I00865""]",410,True
O028754,U04721,R0031,2026-01-04T22:41:44.927622,dinner,"[""I00661"", ""I00660"", ""I00665"", ""I00663"", ""I00662""]",250,True
O028755,U00061,R0086,2025-12-02T12:26:17.226566,lunch,"[""I01663"", ""I01662"", ""I01666"", ""I01657"", ""I01668""]",315,True
O028756,U01533,R0043,2025-12-28T06:00:41.706637,late_night,"[""I00854"", ""I00865"", ""I00864""]",477,True
O028757,U02351,R0008,2025-12-08T12:14:33.336582,lunch,"[""I00192""]",49,True
O028758,U02955,R0038,2025-12-06T08:25:04.578633,breakfast,"[""I00781"", ""I00771"", ""I00770"", ""I00780""]",1013,True
O028759,U00613,R0078,2025-12-14T06:27:45.220903,late_night,"[""I01528"", ""I01514""]",442,True
O028760,U02943,R0002,2025-12-05T17:52:38.827875,late_night,"[""I00022""]",65,True
O028761,U02625,R0050,2025-12-25T07:17:10.391942,breakfast,"[""I00986"", ""I00991"", ""I00981"", ""I00983"", ""I00992"", ""I00980"", ""I00990""]",1990,True
O028762,U00428,R0075,2026-01-01T11:50:15.362020,lunch,"[""I01459"", ""I01455""]",271,True
O028763,U01555,R0098,2025-12-21T01:51:20.491120,late_night,"[""I01964"", ""I01962"", ""I01959"", ""I01961"", ""I01960"", ""I01958""]",526,True
O028764,U00876,R0082,2025-12-27T16:19:17.726606,late_night,"[""I01574"", ""I01583"", ""I01575"", ""I01576"", ""I01580""]",1542,True
O028765,U00787,R0034,2025-12-02T14:41:41.069730,lunch,"[""I00711"", ""I00710"", ""I00716"", ""I00718"", ""I00713""]",578,True
O028766,U03346,R0001,2025-12-19T18:44:11.835549,late_night,"[""I00008""]",46,True
O028767,U02152,R0092,2025-12-19T21:00:52.772337,dinner,"[""I01836"", ""I01821"", ""I01833""]",138,True
O028768,U02900,R0096,2026-01-02T18:27:18.085364,late_night,"[""I01917""]",57,True
O028769,U04328,R0090,2025-12-08T19:18:36.570082,dinner,"[""I01776"", ""I01774""]",156,True
O028770,U03450,R0047,2025-12-28T09:54:37.349717,breakfast,"[""I00933""]",103,True
O028771,U02159,R0009,2025-12-27T06:10:32.097884,late_night,"[""I00208"", ""I00230""]",608,True
O028772,U04489,R0050,2025-12-09T18:10:37.367573,late_night,"[""I00992"", ""I00990""]",779,False
O028773,U02232,R0002,2025-12-27T11:24:22.062347,lunch,"[""I00020""]",75,True
O028774,U04868,R0039,2025-12-20T12:07:06.715440,lunch,"[""I00794""]",24,True
O028775,U04454,R0098,2025-12-25T15:42:38.529330,late_night,"[""I01966"", ""I01956""]",199,True
O028776,U03506,R0070,2025-12-05T13:53:04.081771,lunch,"[""I01355"", ""I01349""]",159,True
O028777,U02522,R0063,2025-12-29T01:58:06.247087,late_night,"[""I01232""]",247,True
O028778,U00569,R0071,2025-12-06T09:07:13.279601,breakfast,"[""I01381"", ""I01364"", ""I01367"", ""I01379""]",938,True
O028779,U01530,R0096,2025-12-22T18:20:20.451593,late_night,"[""I01906"", ""I01911"", ""I01910""]",223,True
O028780,U04093,R0004,2025-12-18T08:50:55.393914,breakfast,"[""I00075"", ""I00066"", ""I00079"", ""I00074"", ""I00076"", ""I00080""]",673,True
O028781,U03054,R0050,2025-12-20T01:29:33.727401,late_night,"[""I00981"", ""I00985""]",397,True
O028782,U04181,R0059,2026-01-01T01:32:44.844838,late_night,"[""I01142""]",249,True
O028783,U02508,R0068,2025-12-15T01:08:11.688134,late_night,"[""I01319"", ""I01309"", ""I01314"", ""I01313"", ""I01308"", ""I01317""]",1015,True
O028784,U03867,R0005,2026-01-01T03:17:29.763313,late_night,"[""I00086"", ""I00093"", ""I00100"", ""I00085"", ""I00099"", ""I00113"", ""I00083""]",1277,False
O028785,U02755,R0052,2025-12-18T13:18:18.838786,lunch,"[""I01014"", ""I01010"", ""I01020"", ""I01015""]",221,True
O028786,U03118,R0020,2025-12-30T11:13:18.662764,lunch,"[""I00412""]",108,True
O028787,U01844,R0004,2025-12-02T11:49:15.108219,lunch,"[""I00069"", ""I00065"", ""I00075"", ""I00077""]",473,True
O028788,U00388,R0088,2025-12-23T05:33:37.974999,late_night,"[""I01705"", ""I01706""]",403,True
O028789,U03044,R0040,2025-12-29T10:29:35.648206,breakfast,"[""I00809"", ""I00810"", ""I00818""]",412,True
O028790,U00056,R0075,2025-12-11T09:24:51.704310,breakfast,"[""I01446""]",153,True
O028791,U02530,R0034,2025-12-05T20:59:29.020545,dinner,"[""I00708"", ""I00714"", ""I00712""]",339,True
O028792,U03206,R0015,2025-12-04T21:52:43.918959,dinner,"[""I00342""]",230,True
O028793,U02955,R0002,2026-01-04T23:49:05.368114,late_night,"[""I00016""]",72,True
O028794,U00798,R0039,2025-12-03T05:42:27.238957,late_night,"[""I00791"", ""I00797"", ""I00794""]",72,True
O028795,U01812,R0032,2026-01-04T04:59:36.147571,late_night,"[""I00686"", ""I00679""]",303,True
O028796,U00432,R0045,2025-12-28T01:15:47.633703,late_night,"[""I00886"", ""I00892""]",266,True
O028797,U03234,R0081,2025-12-30T18:30:58.875236,late_night,"[""I01570"", ""I01565"", ""I01563"", ""I01568"", ""I01561"", ""I01566""]",403,True
O028798,U03072,R0051,2026-01-05T02:38:57.343637,late_night,"[""I01005""]",226,True
O028799,U03546,R0088,2025-12-02T02:25:39.770902,late_night,"[""I01709"", ""I01723"", ""I01721""]",571,False
O028800,U00453,R0047,2025-12-13T12:25:04.652738,lunch,"[""I00929"", ""I00920""]",304,True
O028801,U00239,R0045,2025-12-07T01:36:23.360606,late_night,"[""I00892"", ""I00897"", ""I00891"", ""I00889""]",190,True
O028802,U00171,R0094,2026-01-03T07:07:15.771937,breakfast,"[""I01869"", ""I01871"", ""I01867"", ""I01858"", ""I01856"", ""I01864"", ""I01863""]",1360,False
O028803,U02956,R0091,2025-12-21T16:59:34.267684,late_night,"[""I01802"", ""I01807"", ""I01795""]",273,True
O028804,U03053,R0095,2025-12-21T08:21:18.558298,breakfast,"[""I01884"", ""I01887"", ""I01880""]",525,True
O028805,U03751,R0055,2025-12-07T16:07:58.823692,late_night,"[""I01074"", ""I01080"", ""I01079""]",542,True
